"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 19 10:51:39 UTC 2025","Fri Dec 19 10:51:39 UTC 2025","234","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Fri Dec 19 10:52:19 UTC 2025","Fri Dec 19 10:52:22 UTC 2025","2486","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Fri Dec 19 10:53:14 UTC 2025","Fri Dec 19 10:53:18 UTC 2025","4152","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Fri Dec 19 10:53:05 UTC 2025","Fri Dec 19 10:53:10 UTC 2025","4319","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Fri Dec 19 10:53:10 UTC 2025","Fri Dec 19 10:53:14 UTC 2025","4317","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"failed","Fri Dec 19 10:51:44 UTC 2025","Fri Dec 19 10:51:44 UTC 2025","136","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Fri Dec 19 10:52:32 UTC 2025","Fri Dec 19 10:52:42 UTC 2025","9876","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Fri Dec 19 10:53:18 UTC 2025","Fri Dec 19 10:53:22 UTC 2025","4162","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Fri Dec 19 10:51:45 UTC 2025","Fri Dec 19 10:51:45 UTC 2025","139","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Fri Dec 19 10:53:03 UTC 2025","Fri Dec 19 10:53:05 UTC 2025","2198","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"passed","Fri Dec 19 10:51:48 UTC 2025","Fri Dec 19 10:51:52 UTC 2025","3931","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Fri Dec 19 10:53:34 UTC 2025","Fri Dec 19 10:53:38 UTC 2025","4190","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Fri Dec 19 10:51:45 UTC 2025","Fri Dec 19 10:51:45 UTC 2025","143","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Fri Dec 19 10:53:22 UTC 2025","Fri Dec 19 10:53:34 UTC 2025","11039","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Fri Dec 19 10:51:56 UTC 2025","Fri Dec 19 10:51:58 UTC 2025","2218","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Fri Dec 19 10:52:22 UTC 2025","Fri Dec 19 10:52:32 UTC 2025","10343","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Fri Dec 19 10:52:17 UTC 2025","Fri Dec 19 10:52:19 UTC 2025","2560","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"failed","Fri Dec 19 10:51:41 UTC 2025","Fri Dec 19 10:51:41 UTC 2025","215","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Fri Dec 19 10:51:52 UTC 2025","Fri Dec 19 10:51:56 UTC 2025","4005","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Fri Dec 19 10:51:45 UTC 2025","Fri Dec 19 10:51:46 UTC 2025","611","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Fri Dec 19 10:51:46 UTC 2025","Fri Dec 19 10:51:48 UTC 2025","2211","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Fri Dec 19 10:52:42 UTC 2025","Fri Dec 19 10:53:01 UTC 2025","18757","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"passed","Fri Dec 19 10:51:45 UTC 2025","Fri Dec 19 10:51:45 UTC 2025","89","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"passed","Fri Dec 19 10:51:45 UTC 2025","Fri Dec 19 10:51:45 UTC 2025","138","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Fri Dec 19 10:51:58 UTC 2025","Fri Dec 19 10:52:17 UTC 2025","18322","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Fri Dec 19 10:53:01 UTC 2025","Fri Dec 19 10:53:03 UTC 2025","2268","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
