"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 20 19:10:56 UTC 2026","Sun Sep 20 19:10:57 UTC 2026","439","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Sun Sep 20 19:10:57 UTC 2026","Sun Sep 20 19:10:58 UTC 2026","201","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Sun Sep 20 19:11:17 UTC 2026","Sun Sep 20 19:11:37 UTC 2026","20263","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Sun Sep 20 19:13:18 UTC 2026","Sun Sep 20 19:13:25 UTC 2026","6288","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Sun Sep 20 19:13:25 UTC 2026","Sun Sep 20 19:13:36 UTC 2026","11914","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Sun Sep 20 19:11:09 UTC 2026","Sun Sep 20 19:11:14 UTC 2026","4632","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Sun Sep 20 19:13:06 UTC 2026","Sun Sep 20 19:13:12 UTC 2026","5672","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Sun Sep 20 19:13:36 UTC 2026","Sun Sep 20 19:13:42 UTC 2026","5591","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Sun Sep 20 19:12:55 UTC 2026","Sun Sep 20 19:12:58 UTC 2026","3048","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Sun Sep 20 19:10:57 UTC 2026","Sun Sep 20 19:10:57 UTC 2026","226","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Sun Sep 20 19:10:58 UTC 2026","Sun Sep 20 19:10:58 UTC 2026","186","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"passed","Sun Sep 20 19:12:58 UTC 2026","Sun Sep 20 19:13:01 UTC 2026","3070","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"failed","Sun Sep 20 19:10:53 UTC 2026","Sun Sep 20 19:10:54 UTC 2026","415","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Sun Sep 20 19:10:58 UTC 2026","Sun Sep 20 19:10:58 UTC 2026","196","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Sun Sep 20 19:12:30 UTC 2026","Sun Sep 20 19:12:55 UTC 2026","24216","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"passed","Sun Sep 20 19:11:14 UTC 2026","Sun Sep 20 19:11:17 UTC 2026","3067","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Sun Sep 20 19:11:04 UTC 2026","Sun Sep 20 19:11:09 UTC 2026","4966","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Sun Sep 20 19:11:44 UTC 2026","Sun Sep 20 19:11:57 UTC 2026","13078","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Sun Sep 20 19:13:12 UTC 2026","Sun Sep 20 19:13:18 UTC 2026","6085","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Sun Sep 20 19:12:15 UTC 2026","Sun Sep 20 19:12:30 UTC 2026","14491","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Sun Sep 20 19:11:41 UTC 2026","Sun Sep 20 19:11:44 UTC 2026","3187","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Sun Sep 20 19:10:58 UTC 2026","Sun Sep 20 19:10:59 UTC 2026","894","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Sun Sep 20 19:13:01 UTC 2026","Sun Sep 20 19:13:06 UTC 2026","5621","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Sun Sep 20 19:10:59 UTC 2026","Sun Sep 20 19:11:04 UTC 2026","4959","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Sun Sep 20 19:11:37 UTC 2026","Sun Sep 20 19:11:41 UTC 2026","3440","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Sun Sep 20 19:10:52 UTC 2026","Sun Sep 20 19:10:52 UTC 2026","290","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
