"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 19 10:24:25 UTC 2025","Fri Dec 19 10:24:36 UTC 2025","11381","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Fri Dec 19 10:24:13 UTC 2025","Fri Dec 19 10:24:25 UTC 2025","11688","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Fri Dec 19 10:24:58 UTC 2025","Fri Dec 19 10:25:01 UTC 2025","2924","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"passed","Fri Dec 19 10:25:01 UTC 2025","Fri Dec 19 10:25:06 UTC 2025","5005","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Fri Dec 19 10:23:31 UTC 2025","Fri Dec 19 10:23:31 UTC 2025","152","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Fri Dec 19 10:24:10 UTC 2025","Fri Dec 19 10:24:13 UTC 2025","3062","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Fri Dec 19 10:23:31 UTC 2025","Fri Dec 19 10:23:31 UTC 2025","181","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Fri Dec 19 10:23:31 UTC 2025","Fri Dec 19 10:23:31 UTC 2025","146","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Fri Dec 19 10:23:41 UTC 2025","Fri Dec 19 10:23:46 UTC 2025","4883","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Fri Dec 19 10:24:07 UTC 2025","Fri Dec 19 10:24:10 UTC 2025","2979","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Fri Dec 19 10:23:31 UTC 2025","Fri Dec 19 10:23:31 UTC 2025","100","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"failed","Fri Dec 19 10:23:27 UTC 2025","Fri Dec 19 10:23:27 UTC 2025","185","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Fri Dec 19 10:24:36 UTC 2025","Fri Dec 19 10:24:55 UTC 2025","18709","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"passed","Fri Dec 19 10:25:06 UTC 2025","Fri Dec 19 10:25:11 UTC 2025","5182","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Fri Dec 19 10:23:31 UTC 2025","Fri Dec 19 10:23:32 UTC 2025","758","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Fri Dec 19 10:25:11 UTC 2025","Fri Dec 19 10:25:16 UTC 2025","5505","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Fri Dec 19 10:23:49 UTC 2025","Fri Dec 19 10:24:07 UTC 2025","17950","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"failed","Fri Dec 19 10:23:30 UTC 2025","Fri Dec 19 10:23:30 UTC 2025","270","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Fri Dec 19 10:25:34 UTC 2025","Fri Dec 19 10:25:39 UTC 2025","4983","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Fri Dec 19 10:23:46 UTC 2025","Fri Dec 19 10:23:49 UTC 2025","2833","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Fri Dec 19 10:23:32 UTC 2025","Fri Dec 19 10:23:35 UTC 2025","2704","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Fri Dec 19 10:25:21 UTC 2025","Fri Dec 19 10:25:34 UTC 2025","12271","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Fri Dec 19 10:25:16 UTC 2025","Fri Dec 19 10:25:21 UTC 2025","5151","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Fri Dec 19 10:23:24 UTC 2025","Fri Dec 19 10:23:25 UTC 2025","558","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Fri Dec 19 10:24:55 UTC 2025","Fri Dec 19 10:24:58 UTC 2025","2903","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Fri Dec 19 10:23:36 UTC 2025","Fri Dec 19 10:23:41 UTC 2025","4908","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
