"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 19 10:40:59 UTC 2025","Fri Dec 19 10:40:59 UTC 2025","206","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Fri Dec 19 10:42:17 UTC 2025","Fri Dec 19 10:42:20 UTC 2025","2422","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"passed","Fri Dec 19 10:41:32 UTC 2025","Fri Dec 19 10:41:34 UTC 2025","2368","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Fri Dec 19 10:41:04 UTC 2025","Fri Dec 19 10:41:08 UTC 2025","4059","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Fri Dec 19 10:41:14 UTC 2025","Fri Dec 19 10:41:29 UTC 2025","15640","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Fri Dec 19 10:41:08 UTC 2025","Fri Dec 19 10:41:12 UTC 2025","3987","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Fri Dec 19 10:42:48 UTC 2025","Fri Dec 19 10:42:52 UTC 2025","4070","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"failed","Fri Dec 19 10:40:58 UTC 2025","Fri Dec 19 10:40:58 UTC 2025","198","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Fri Dec 19 10:41:00 UTC 2025","Fri Dec 19 10:41:00 UTC 2025","781","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Fri Dec 19 10:41:45 UTC 2025","Fri Dec 19 10:41:55 UTC 2025","9994","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Fri Dec 19 10:42:34 UTC 2025","Fri Dec 19 10:42:38 UTC 2025","4130","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Fri Dec 19 10:41:29 UTC 2025","Fri Dec 19 10:41:32 UTC 2025","2242","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Fri Dec 19 10:40:42 UTC 2025","Fri Dec 19 10:40:47 UTC 2025","5046","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Fri Dec 19 10:40:59 UTC 2025","Fri Dec 19 10:40:59 UTC 2025","176","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Fri Dec 19 10:42:20 UTC 2025","Fri Dec 19 10:42:25 UTC 2025","5045","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Fri Dec 19 10:41:00 UTC 2025","Fri Dec 19 10:41:00 UTC 2025","82","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"passed","Fri Dec 19 10:40:59 UTC 2025","Fri Dec 19 10:40:59 UTC 2025","131","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Fri Dec 19 10:41:34 UTC 2025","Fri Dec 19 10:41:45 UTC 2025","10518","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Fri Dec 19 10:41:55 UTC 2025","Fri Dec 19 10:42:14 UTC 2025","19321","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"passed","Fri Dec 19 10:41:12 UTC 2025","Fri Dec 19 10:41:14 UTC 2025","2175","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Fri Dec 19 10:41:01 UTC 2025","Fri Dec 19 10:41:03 UTC 2025","2288","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"failed","Fri Dec 19 10:40:53 UTC 2025","Fri Dec 19 10:40:53 UTC 2025","220","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Fri Dec 19 10:42:25 UTC 2025","Fri Dec 19 10:42:30 UTC 2025","4772","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Fri Dec 19 10:42:14 UTC 2025","Fri Dec 19 10:42:17 UTC 2025","3187","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Fri Dec 19 10:42:38 UTC 2025","Fri Dec 19 10:42:48 UTC 2025","10070","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Fri Dec 19 10:42:30 UTC 2025","Fri Dec 19 10:42:34 UTC 2025","4442","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
