"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 14 17:21:06 UTC 2026","Wed Jan 14 17:21:07 UTC 2026","401","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Wed Jan 14 17:21:13 UTC 2026","Wed Jan 14 17:21:13 UTC 2026","170","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"failed","Wed Jan 14 17:21:09 UTC 2026","Wed Jan 14 17:21:09 UTC 2026","346","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Wed Jan 14 17:21:38 UTC 2026","Wed Jan 14 17:21:45 UTC 2026","6666","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Wed Jan 14 17:26:42 UTC 2026","Wed Jan 14 17:26:49 UTC 2026","6788","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Wed Jan 14 17:26:39 UTC 2026","Wed Jan 14 17:26:42 UTC 2026","3105","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"passed","Wed Jan 14 17:26:58 UTC 2026","Wed Jan 14 17:27:08 UTC 2026","10169","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Wed Jan 14 17:21:15 UTC 2026","Wed Jan 14 17:21:21 UTC 2026","6344","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Wed Jan 14 17:21:14 UTC 2026","Wed Jan 14 17:21:14 UTC 2026","777","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Wed Jan 14 17:28:21 UTC 2026","Wed Jan 14 17:28:27 UTC 2026","6024","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Wed Jan 14 17:22:50 UTC 2026","Wed Jan 14 17:22:53 UTC 2026","3133","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Wed Jan 14 17:26:12 UTC 2026","Wed Jan 14 17:26:35 UTC 2026","23329","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"failed","Wed Jan 14 17:24:54 UTC 2026","Wed Jan 14 17:25:12 UTC 2026","18539","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Wed Jan 14 17:21:13 UTC 2026","Wed Jan 14 17:21:13 UTC 2026","329","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Wed Jan 14 17:22:53 UTC 2026","Wed Jan 14 17:22:57 UTC 2026","3470","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"failed","Wed Jan 14 17:22:31 UTC 2026","Wed Jan 14 17:22:49 UTC 2026","18341","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Wed Jan 14 17:26:36 UTC 2026","Wed Jan 14 17:26:39 UTC 2026","3234","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Wed Jan 14 17:21:13 UTC 2026","Wed Jan 14 17:21:14 UTC 2026","185","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Wed Jan 14 17:21:28 UTC 2026","Wed Jan 14 17:21:38 UTC 2026","9972","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Wed Jan 14 17:21:22 UTC 2026","Wed Jan 14 17:21:28 UTC 2026","6170","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"failed","Wed Jan 14 17:28:01 UTC 2026","Wed Jan 14 17:28:20 UTC 2026","19062","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Wed Jan 14 17:26:49 UTC 2026","Wed Jan 14 17:26:58 UTC 2026","8843","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"failed","Wed Jan 14 17:23:50 UTC 2026","Wed Jan 14 17:24:09 UTC 2026","18615","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Wed Jan 14 17:21:14 UTC 2026","Wed Jan 14 17:21:14 UTC 2026","118","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"failed","Wed Jan 14 17:21:12 UTC 2026","Wed Jan 14 17:21:12 UTC 2026","179","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Wed Jan 14 17:27:08 UTC 2026","Wed Jan 14 17:27:14 UTC 2026","5809","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
