"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 19 10:57:28 UTC 2025","Fri Dec 19 10:57:47 UTC 2025","19093","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Fri Dec 19 10:56:03 UTC 2025","Fri Dec 19 10:56:04 UTC 2025","285","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"passed","Fri Dec 19 10:57:47 UTC 2025","Fri Dec 19 10:58:18 UTC 2025","30687","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"passed","Fri Dec 19 10:57:08 UTC 2025","Fri Dec 19 10:57:28 UTC 2025","20228","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Fri Dec 19 10:56:02 UTC 2025","Fri Dec 19 10:56:03 UTC 2025","204","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Fri Dec 19 10:58:42 UTC 2025","Fri Dec 19 10:58:50 UTC 2025","7965","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"failed","Fri Dec 19 10:55:59 UTC 2025","Fri Dec 19 10:55:59 UTC 2025","272","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Fri Dec 19 10:56:03 UTC 2025","Fri Dec 19 10:56:03 UTC 2025","241","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Fri Dec 19 10:58:55 UTC 2025","Fri Dec 19 10:59:10 UTC 2025","15798","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Fri Dec 19 10:56:05 UTC 2025","Fri Dec 19 10:56:09 UTC 2025","3186","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Fri Dec 19 10:56:26 UTC 2025","Fri Dec 19 10:56:29 UTC 2025","3014","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Fri Dec 19 10:56:10 UTC 2025","Fri Dec 19 10:56:18 UTC 2025","8589","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Fri Dec 19 10:58:50 UTC 2025","Fri Dec 19 10:58:55 UTC 2025","5091","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Fri Dec 19 10:56:04 UTC 2025","Fri Dec 19 10:56:05 UTC 2025","1791","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Fri Dec 19 10:57:02 UTC 2025","Fri Dec 19 10:57:08 UTC 2025","6084","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Fri Dec 19 10:59:11 UTC 2025","Fri Dec 19 10:59:19 UTC 2025","8202","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Fri Dec 19 10:56:59 UTC 2025","Fri Dec 19 10:57:02 UTC 2025","2627","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Fri Dec 19 10:58:33 UTC 2025","Fri Dec 19 10:58:42 UTC 2025","9050","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Fri Dec 19 10:58:21 UTC 2025","Fri Dec 19 10:58:24 UTC 2025","3461","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"failed","Fri Dec 19 10:56:02 UTC 2025","Fri Dec 19 10:56:02 UTC 2025","236","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Fri Dec 19 10:56:18 UTC 2025","Fri Dec 19 10:56:26 UTC 2025","7987","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Fri Dec 19 10:58:24 UTC 2025","Fri Dec 19 10:58:33 UTC 2025","8271","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Fri Dec 19 10:55:56 UTC 2025","Fri Dec 19 10:55:57 UTC 2025","686","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Fri Dec 19 10:56:29 UTC 2025","Fri Dec 19 10:56:59 UTC 2025","29953","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Fri Dec 19 10:58:18 UTC 2025","Fri Dec 19 10:58:21 UTC 2025","2590","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Fri Dec 19 10:56:03 UTC 2025","Fri Dec 19 10:56:03 UTC 2025","278","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
