"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 15 18:02:20 UTC 2026","Wed Apr 15 18:02:25 UTC 2026","4848","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Wed Apr 15 17:59:22 UTC 2026","Wed Apr 15 17:59:25 UTC 2026","3012","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Wed Apr 15 17:59:34 UTC 2026","Wed Apr 15 17:59:37 UTC 2026","2666","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Wed Apr 15 17:59:21 UTC 2026","Wed Apr 15 17:59:21 UTC 2026","224","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"passed","Wed Apr 15 18:02:45 UTC 2026","Wed Apr 15 18:02:50 UTC 2026","5018","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Wed Apr 15 17:59:26 UTC 2026","Wed Apr 15 17:59:30 UTC 2026","4476","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Wed Apr 15 17:59:21 UTC 2026","Wed Apr 15 17:59:21 UTC 2026","187","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Wed Apr 15 17:59:54 UTC 2026","Wed Apr 15 17:59:57 UTC 2026","2598","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Wed Apr 15 18:02:29 UTC 2026","Wed Apr 15 18:02:34 UTC 2026","5064","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Wed Apr 15 18:02:15 UTC 2026","Wed Apr 15 18:02:20 UTC 2026","4343","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"failed","Wed Apr 15 17:59:19 UTC 2026","Wed Apr 15 17:59:20 UTC 2026","404","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Wed Apr 15 17:59:21 UTC 2026","Wed Apr 15 17:59:21 UTC 2026","164","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Wed Apr 15 18:02:10 UTC 2026","Wed Apr 15 18:02:13 UTC 2026","2755","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"passed","Wed Apr 15 18:02:34 UTC 2026","Wed Apr 15 18:02:45 UTC 2026","11042","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Wed Apr 15 17:59:14 UTC 2026","Wed Apr 15 17:59:15 UTC 2026","522","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Wed Apr 15 17:59:52 UTC 2026","Wed Apr 15 17:59:54 UTC 2026","2589","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Wed Apr 15 18:00:38 UTC 2026","Wed Apr 15 18:00:50 UTC 2026","11707","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Wed Apr 15 17:59:21 UTC 2026","Wed Apr 15 17:59:21 UTC 2026","99","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
"passed","Wed Apr 15 17:59:30 UTC 2026","Wed Apr 15 17:59:34 UTC 2026","4296","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"passed","Wed Apr 15 18:02:13 UTC 2026","Wed Apr 15 18:02:15 UTC 2026","2406","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"failed","Wed Apr 15 17:59:17 UTC 2026","Wed Apr 15 17:59:17 UTC 2026","208","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"failed","Wed Apr 15 18:01:29 UTC 2026","Wed Apr 15 18:01:47 UTC 2026","17879","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"passed","Wed Apr 15 18:02:25 UTC 2026","Wed Apr 15 18:02:29 UTC 2026","4653","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Wed Apr 15 17:59:37 UTC 2026","Wed Apr 15 17:59:52 UTC 2026","14690","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Wed Apr 15 17:59:21 UTC 2026","Wed Apr 15 17:59:22 UTC 2026","905","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"passed","Wed Apr 15 18:01:48 UTC 2026","Wed Apr 15 18:02:10 UTC 2026","22388","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
