"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 14 18:07:12 UTC 2026","Sun Jun 14 18:07:14 UTC 2026","2219","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_004: Login form validation - empty fields",""
"passed","Sun Jun 14 18:11:47 UTC 2026","Sun Jun 14 18:11:52 UTC 2026","4719","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_008: Registration form - Newsletter and offers checkboxes",""
"passed","Sun Jun 14 18:06:55 UTC 2026","Sun Jun 14 18:06:56 UTC 2026","160","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_001 @smoke: Get all products list",""
"passed","Sun Jun 14 18:07:07 UTC 2026","Sun Jun 14 18:07:11 UTC 2026","4336","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_003: Login with invalid password",""
"failed","Sun Jun 14 18:08:59 UTC 2026","Sun Jun 14 18:09:16 UTC 2026","17379","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_001: Complete user registration - Full flow",""
"passed","Sun Jun 14 18:06:56 UTC 2026","Sun Jun 14 18:06:57 UTC 2026","691","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_004: API response time benchmark",""
"failed","Sun Jun 14 18:07:54 UTC 2026","Sun Jun 14 18:08:12 UTC 2026","17930","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_005: Login and Logout flow (requires registered user)",""
"passed","Sun Jun 14 18:06:56 UTC 2026","Sun Jun 14 18:06:56 UTC 2026","258","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_002: Verify product structure",""
"passed","Sun Jun 14 18:11:31 UTC 2026","Sun Jun 14 18:11:34 UTC 2026","2575","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_004: Signup form validation - Empty name",""
"failed","Sun Jun 14 18:09:58 UTC 2026","Sun Jun 14 18:10:16 UTC 2026","18473","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_002: Registration with minimum required fields only",""
"failed","Sun Jun 14 18:11:07 UTC 2026","Sun Jun 14 18:11:30 UTC 2026","23499","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_003: Registration with existing email should fail",""
"failed","Sun Jun 14 18:06:54 UTC 2026","Sun Jun 14 18:06:55 UTC 2026","194","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_003: Missing email parameter returns error",""
"passed","Sun Jun 14 18:07:02 UTC 2026","Sun Jun 14 18:07:07 UTC 2026","5535","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_002: Login with invalid email",""
"passed","Sun Jun 14 18:11:52 UTC 2026","Sun Jun 14 18:11:58 UTC 2026","6016","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_009: Registration form - Title selection",""
"passed","Sun Jun 14 18:11:41 UTC 2026","Sun Jun 14 18:11:47 UTC 2026","5402","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_007: Registration form - Date of birth selection",""
"passed","Sun Jun 14 18:06:49 UTC 2026","Sun Jun 14 18:06:49 UTC 2026","395","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_001 @smoke: Valid login credentials return success",""
"passed","Sun Jun 14 18:06:57 UTC 2026","Sun Jun 14 18:07:00 UTC 2026","2916","chromium","frontend/auth/login.spec.ts","Login Functionality","","","TC_LOGIN_001 @smoke: Verify login page elements are visible",""
"passed","Sun Jun 14 18:11:36 UTC 2026","Sun Jun 14 18:11:41 UTC 2026","5028","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_006: Registration form - Select different countries",""
"passed","Sun Jun 14 18:08:13 UTC 2026","Sun Jun 14 18:08:16 UTC 2026","3311","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_006: Login with SQL injection attempt",""
"passed","Sun Jun 14 18:12:57 UTC 2026","Sun Jun 14 18:13:03 UTC 2026","5872","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_011: Registration with long input values",""
"passed","Sun Jun 14 18:06:55 UTC 2026","Sun Jun 14 18:06:55 UTC 2026","192","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_004: Response time is acceptable",""
"failed","Sun Jun 14 18:12:37 UTC 2026","Sun Jun 14 18:12:56 UTC 2026","18248","chromium","frontend/auth/register.spec.ts","Registration Edge Cases","","","TC_REG_010: Registration with special characters in name",""
"passed","Sun Jun 14 18:08:16 UTC 2026","Sun Jun 14 18:08:19 UTC 2026","2264","chromium","frontend/auth/login.spec.ts","Login Negative Tests","","","TC_LOGIN_007: Login with XSS attempt in email",""
"passed","Sun Jun 14 18:11:34 UTC 2026","Sun Jun 14 18:11:36 UTC 2026","2421","chromium","frontend/auth/register.spec.ts","User Registration","","","TC_REG_005: Signup form validation - Invalid email format",""
"failed","Sun Jun 14 18:06:51 UTC 2026","Sun Jun 14 18:06:52 UTC 2026","181","chromium","api/auth/login-api.spec.ts","API: Login Authentication","","","TC_API_LOGIN_002: Invalid credentials return error",""
"passed","Sun Jun 14 18:06:56 UTC 2026","Sun Jun 14 18:06:56 UTC 2026","299","chromium","api/products/products-api.spec.ts","API: Products","","","TC_API_PROD_003: Search product by name",""
